category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description
DISEASES	DOID:4	397	6291	9606	9606.ENSP00000044462,9606.ENSP00000064724,9606.ENSP00000167586,9606.ENSP00000199448,9606.ENSP00000199764,9606.ENSP00000215727,9606.ENSP00000216117,9606.ENSP00000216274,9606.ENSP00000217131,9606.ENSP00000218340,9606.ENSP00000219070,9606.ENSP00000219596,9606.ENSP00000219833,9606.ENSP00000221930,9606.ENSP00000222381,9606.ENSP00000222718,9606.ENSP00000225964,9606.ENSP00000227163,9606.ENSP00000227667,9606.ENSP00000228606,9606.ENSP00000230122,9606.ENSP00000230990,9606.ENSP00000231449,9606.ENSP00000231484,9606.ENSP00000231751,9606.ENSP00000232905,9606.ENSP00000233146,9606.ENSP00000233242,9606.ENSP00000233596,9606.ENSP00000234111,9606.ENSP00000240306,9606.ENSP00000241052,9606.ENSP00000242057,9606.ENSP00000244745,9606.ENSP00000245907,9606.ENSP00000246662,9606.ENSP00000247153,9606.ENSP00000247470,9606.ENSP00000249071,9606.ENSP00000251595,9606.ENSP00000252242,9606.ENSP00000252252,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000254079,9606.ENSP00000254436,9606.ENSP00000255380,9606.ENSP00000256447,9606.ENSP00000257264,9606.ENSP00000257359,9606.ENSP00000257570,9606.ENSP00000257787,9606.ENSP00000257895,9606.ENSP00000258145,9606.ENSP00000258415,9606.ENSP00000259206,9606.ENSP00000259698,9606.ENSP00000260010,9606.ENSP00000260361,9606.ENSP00000260408,9606.ENSP00000261024,9606.ENSP00000261267,9606.ENSP00000261292,9606.ENSP00000261366,9606.ENSP00000261523,9606.ENSP00000261590,9606.ENSP00000261623,9606.ENSP00000262158,9606.ENSP00000262262,9606.ENSP00000262345,9606.ENSP00000262629,9606.ENSP00000263080,9606.ENSP00000263341,9606.ENSP00000263408,9606.ENSP00000263464,9606.ENSP00000264012,9606.ENSP00000264170,9606.ENSP00000264710,9606.ENSP00000265074,9606.ENSP00000265077,9606.ENSP00000265165,9606.ENSP00000265404,9606.ENSP00000267622,9606.ENSP00000269216,9606.ENSP00000269389,9606.ENSP00000270722,9606.ENSP00000271450,9606.ENSP00000272369,9606.ENSP00000273077,9606.ENSP00000273784,9606.ENSP00000274276,9606.ENSP00000276390,9606.ENSP00000278742,9606.ENSP00000279227,9606.ENSP00000279263,9606.ENSP00000280097,9606.ENSP00000280481,9606.ENSP00000280551,9606.ENSP00000280772,9606.ENSP00000280904,9606.ENSP00000281834,9606.ENSP00000282272,9606.ENSP00000282903,9606.ENSP00000282928,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000284987,9606.ENSP00000285379,9606.ENSP00000286628,9606.ENSP00000287239,9606.ENSP00000287842,9606.ENSP00000289902,9606.ENSP00000290167,9606.ENSP00000291295,9606.ENSP00000291576,9606.ENSP00000295095,9606.ENSP00000296043,9606.ENSP00000296591,9606.ENSP00000298282,9606.ENSP00000298910,9606.ENSP00000299663,9606.ENSP00000299697,9606.ENSP00000300060,9606.ENSP00000300176,9606.ENSP00000300692,9606.ENSP00000301244,9606.ENSP00000301653,9606.ENSP00000302079,9606.ENSP00000302569,9606.ENSP00000303356,9606.ENSP00000303830,9606.ENSP00000305714,9606.ENSP00000306015,9606.ENSP00000306157,9606.ENSP00000306245,9606.ENSP00000307508,9606.ENSP00000307900,9606.ENSP00000307959,9606.ENSP00000308541,9606.ENSP00000308750,9606.ENSP00000310861,9606.ENSP00000311469,9606.ENSP00000311825,9606.ENSP00000311833,9606.ENSP00000312082,9606.ENSP00000313391,9606.ENSP00000313504,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000316032,9606.ENSP00000317379,9606.ENSP00000317674,9606.ENSP00000319141,9606.ENSP00000319623,9606.ENSP00000320017,9606.ENSP00000321853,9606.ENSP00000322020,9606.ENSP00000322460,9606.ENSP00000322898,9606.ENSP00000323696,9606.ENSP00000323929,9606.ENSP00000324890,9606.ENSP00000325146,9606.ENSP00000325527,9606.ENSP00000326305,9606.ENSP00000326581,9606.ENSP00000327246,9606.ENSP00000329243,9606.ENSP00000330959,9606.ENSP00000331614,9606.ENSP00000331736,9606.ENSP00000333779,9606.ENSP00000337354,9606.ENSP00000337445,9606.ENSP00000337513,9606.ENSP00000338185,9606.ENSP00000339787,9606.ENSP00000340820,9606.ENSP00000340913,9606.ENSP00000345064,9606.ENSP00000345193,9606.ENSP00000345672,9606.ENSP00000346839,9606.ENSP00000347046,9606.ENSP00000347197,9606.ENSP00000348849,9606.ENSP00000348912,9606.ENSP00000349252,9606.ENSP00000349860,9606.ENSP00000350260,9606.ENSP00000350425,9606.ENSP00000350815,9606.ENSP00000350833,9606.ENSP00000351022,9606.ENSP00000351059,9606.ENSP00000351273,9606.ENSP00000351807,9606.ENSP00000352208,9606.ENSP00000352516,9606.ENSP00000352798,9606.ENSP00000353344,9606.ENSP00000353452,9606.ENSP00000353720,9606.ENSP00000354504,9606.ENSP00000354532,9606.ENSP00000355084,9606.ENSP00000355837,9606.ENSP00000356224,9606.ENSP00000356319,9606.ENSP00000356505,9606.ENSP00000356545,9606.ENSP00000356607,9606.ENSP00000356771,9606.ENSP00000356946,9606.ENSP00000357152,9606.ENSP00000357721,9606.ENSP00000357753,9606.ENSP00000358092,9606.ENSP00000359211,9606.ENSP00000359594,9606.ENSP00000359621,9606.ENSP00000359864,9606.ENSP00000359871,9606.ENSP00000360195,9606.ENSP00000360231,9606.ENSP00000360281,9606.ENSP00000360431,9606.ENSP00000360687,9606.ENSP00000361214,9606.ENSP00000361405,9606.ENSP00000362108,9606.ENSP00000362125,9606.ENSP00000362410,9606.ENSP00000362413,9606.ENSP00000362563,9606.ENSP00000362727,9606.ENSP00000362924,9606.ENSP00000363071,9606.ENSP00000363117,9606.ENSP00000363330,9606.ENSP00000363377,9606.ENSP00000363770,9606.ENSP00000364163,9606.ENSP00000365012,9606.ENSP00000365227,9606.ENSP00000365256,9606.ENSP00000365301,9606.ENSP00000365380,9606.ENSP00000366307,9606.ENSP00000366641,9606.ENSP00000366898,9606.ENSP00000367001,9606.ENSP00000367851,9606.ENSP00000367872,9606.ENSP00000368632,9606.ENSP00000369286,9606.ENSP00000369317,9606.ENSP00000369372,9606.ENSP00000370034,9606.ENSP00000370047,9606.ENSP00000370593,9606.ENSP00000370736,9606.ENSP00000371067,9606.ENSP00000371420,9606.ENSP00000371483,9606.ENSP00000371638,9606.ENSP00000371985,9606.ENSP00000373691,9606.ENSP00000373706,9606.ENSP00000374443,9606.ENSP00000375653,9606.ENSP00000376330,9606.ENSP00000376436,9606.ENSP00000376637,9606.ENSP00000376786,9606.ENSP00000376865,9606.ENSP00000376930,9606.ENSP00000377265,9606.ENSP00000377546,9606.ENSP00000377783,9606.ENSP00000378118,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379496,9606.ENSP00000380666,9606.ENSP00000380942,9606.ENSP00000381148,9606.ENSP00000381185,9606.ENSP00000381492,9606.ENSP00000383364,9606.ENSP00000384053,9606.ENSP00000384849,9606.ENSP00000385000,9606.ENSP00000385636,9606.ENSP00000386165,9606.ENSP00000386306,9606.ENSP00000386559,9606.ENSP00000386717,9606.ENSP00000386881,9606.ENSP00000386884,9606.ENSP00000387654,9606.ENSP00000389140,9606.ENSP00000389631,9606.ENSP00000390410,9606.ENSP00000391090,9606.ENSP00000392423,9606.ENSP00000392812,9606.ENSP00000393566,9606.ENSP00000396198,9606.ENSP00000396308,9606.ENSP00000396467,9606.ENSP00000398568,9606.ENSP00000398832,9606.ENSP00000398890,9606.ENSP00000401437,9606.ENSP00000402060,9606.ENSP00000402257,9606.ENSP00000403465,9606.ENSP00000407422,9606.ENSP00000408695,9606.ENSP00000410964,9606.ENSP00000411096,9606.ENSP00000412237,9606.ENSP00000413720,9606.ENSP00000414303,9606.ENSP00000415743,9606.ENSP00000415941,9606.ENSP00000416037,9606.ENSP00000416066,9606.ENSP00000416293,9606.ENSP00000420194,9606.ENSP00000424571,9606.ENSP00000425915,9606.ENSP00000428564,9606.ENSP00000428924,9606.ENSP00000429633,9606.ENSP00000433277,9606.ENSP00000433666,9606.ENSP00000434552,9606.ENSP00000436423,9606.ENSP00000440066,9606.ENSP00000441235,9606.ENSP00000441828,9606.ENSP00000441858,9606.ENSP00000442046,9606.ENSP00000442788,9606.ENSP00000444271,9606.ENSP00000448665,9606.ENSP00000450540,9606.ENSP00000452120,9606.ENSP00000454071,9606.ENSP00000454623,9606.ENSP00000463027,9606.ENSP00000463778,9606.ENSP00000464121,9606.ENSP00000468002,9606.ENSP00000477796,9606.ENSP00000478255,9606.ENSP00000478561,9606.ENSP00000479870,9606.ENSP00000480050,9606.ENSP00000480132,9606.ENSP00000480291,9606.ENSP00000481380,9606.ENSP00000481465,9606.ENSP00000481570,9606.ENSP00000482027,9606.ENSP00000483403,9606.ENSP00000484715,9606.ENSP00000485010,9606.ENSP00000486891,9606.ENSP00000489262,9606.ENSP00000491215,9606.ENSP00000493728,9606.ENSP00000493906,9606.ENSP00000493985,9606.ENSP00000494125,9606.ENSP00000494175,9606.ENSP00000494678,9606.ENSP00000494750,9606.ENSP00000495061,9606.ENSP00000495385,9606.ENSP00000496168,9606.ENSP00000497069,9606.ENSP00000497479,9606.ENSP00000497910,9606.ENSP00000498132,9606.ENSP00000498321,9606.ENSP00000498441,9606.ENSP00000498577,9606.ENSP00000498684,9606.ENSP00000498786,9606.ENSP00000498994,9606.ENSP00000499044,9606.ENSP00000499695,9606.ENSP00000500193,9606.ENSP00000500990	PSMA4,CLDN11,KRT14,EPDR1,CEACAM6,SERPIND1,HMOX1,RIPK3,CTSZ,RP2,MMP2,MEFV,SLC6A2,TGFB1,PON1,HOXA2,COL1A1,SPI1,APOC3,CYP27B1,ZBTB24,HBEGF,IL4,PCDH12,LTF,EIF1B,MSH2,APOB,REEP6,ODC1,DLX4,CAT,AHR,SOX4,C3,KRT9,CFP,PYCARD,RAC2,HBA2,KRT5,KRT6B,APOE,ZSWIM6,PPP1R1B,TRIM21,CHRM3,CD180,TCN1,ADAMTS8,OASL,AKIRIN2,RDH5,GNS,CYP27A1,IL1RN,RIPOR2,TLR2,NDUFAF1,ADAM10,SLC40A1,LYZ,LIPG,LMNB1,RORA,DSG2,CYBA,SMAD7,CD33,IL12RB2,TYROBP,ASPA,IL1B,C9,BIRC3,CDH3,KYNU,RAB10,NPR3,VCAN,LEF1,STAP1,TRIP11,GATA6,SECTM1,PRDM16,FCGR2A,MEIS1,PNKD,AHSG,OSMR,ATP6V1B2,ST14,FERMT3,TM7SF2,HNMT,FREM2,SEC24D,ANK3,DSC2,TNFSF4,ANKRD44,PLOD2,ZIC1,THY1,APP,ADAMTS5,CA2,KCNMA1,KAT6B,NRG1,FCER1G,WNT4,CALM3,PWP2,ARHGAP15,SHROOM3,EDIL3,PKNOX2,LRRK2,CLEC4E,TK2,ANPEP,AGFG2,CD3D,SPINT2,KRT16,C3AR1,CLEC7A,DCXR,INSR,BMP1,SYNPO2,IL7R,FOS,CALB2,GLUL,DST,F2,CBX2,KRT2,GSTM1,CTBP2,SLC37A2,TLR8,DAB2,PHKB,C1QB,CLU,NUP98,GLS,APOL1,CYBRD1,IGDCC4,PHYHIP,SERPINF2,SLC25A22,SCN4B,EBF1,CRTAP,A2M,CD28,COL12A1,FBN1,SLC25A20,PEG3,VIPR1,KRT7,IL1R2,IKZF1,SELE,EVI2B,LIPA,ELAC2,SRA1,PLCB1,ACSL4,MAPT,TRPC6,PRICKLE1,SHANK2,CTSB,FN1,PDE5A,C5AR1,RPS26,ADAM33,ITGAL,GFPT1,FAM219B,APOA4,NR3C2,MPPED2,TPM1,CX3CR1,CASP8,ELN,MYOF,DNMT1,COL18A1,ETS2,MYLK,CES1,ASTN2,PNP,MSRB1,CAPN8,SYNE1,KIF14,NCF2,CACNA1E,RALGPS2,F5,FCGR3A,CD1C,S100A8,IVL,PRDM1,DPYD,CLCA4,MCOLN3,GPC4,ACADM,KANK4,NFIA,C8B,PLCE1,PTGDS,NRG3,MMP9,LCN2,PCDH19,MAFB,PGK1,ZBTB43,DENND1A,GSN,DES,FGR,CD52,FOXO4,C1QC,NOTCH4,HCK,AIF1,CLCN5,FGF14,FOXP3,THBD,SLC2A5,HIF3A,DPP6,CYBB,GNB1,GATA3,LY86,KRT6A,BEND2,TLR7,BNC2,PTPRD,TMEM165,JAK2,GPNMB,SLC34A2,SMARCA2,KCNA1,DUOX2,DIAPH1,LYST,NLRP12,WIPF1,ETS1,IGF1,POU2AF1,PDGFD,TMCC1,TFAP2B,KRT15,PROS1,CCL8,CFI,HLA-DRA,PDE1C,SLC7A7,ARHGEF12,CTDSP2,BCL2,LAT2,PLA2G2A,CSF2RB,CDKN1A,KIF2A,OBSL1,CEBPD,SCN9A,CD8A,RPL31,DYSF,CXCR4,PCYOX1,DCC,ARPC1B,GPR141,CHEK1,RELN,PIK3R5,HLA-DPA1,FGF13,DHFR,MAPKAPK3,PRF1,AGTR1,HLA-DMB,LDB3,PVR,RUNX1T1,CC2D2A,MUC7,PRKCA,ERLIN1,ABCA13,IL10,CDKN1C,BDNF,CD36,C4B,TMPRSS4,SERPINA1,SLC2A1,CASR,FBN2,SELENOP,SEC24B,LYN,MYBL1,MS4A1,FGD4,MAML2,GNLY,JCHAIN,TSHR,HPR,DMXL2,TMTC1,TET2,C1R,DDIT3,SERPINA3,ITGA7,LDLR,ITGAX,NCOA4,KCNJ12,ADAP2,KANK2,GCH1,ABCB1,CYP1B1,ALOX5AP,SYN2,NCAM1,HNF1B,CCNA2,FAM83D,TNFAIP3,NR4A3,GHR,SRCIN1,CIITA,TCF7L2,RYR3,HNRNPU,GRB10,FOXC1,KNG1,TPM4,HBB,TBC1D24,ACTB,PITX2,SLC19A3,BCL11A,IGF1R,MYT1L,B2M,CAPN5,MYD88,FGA,TPM3,FHL1,HMBS,PC,RPS27,UCP2,BTD,SNCA	1.37e-17	6.29e-14	Disease
DISEASES	DOID:7	319	4798	9606	9606.ENSP00000064724,9606.ENSP00000167586,9606.ENSP00000199448,9606.ENSP00000215727,9606.ENSP00000216117,9606.ENSP00000216274,9606.ENSP00000217131,9606.ENSP00000218340,9606.ENSP00000219070,9606.ENSP00000219596,9606.ENSP00000219833,9606.ENSP00000221930,9606.ENSP00000222718,9606.ENSP00000225964,9606.ENSP00000227163,9606.ENSP00000228606,9606.ENSP00000231449,9606.ENSP00000231484,9606.ENSP00000231751,9606.ENSP00000232905,9606.ENSP00000233146,9606.ENSP00000233242,9606.ENSP00000233596,9606.ENSP00000234111,9606.ENSP00000242057,9606.ENSP00000245907,9606.ENSP00000246662,9606.ENSP00000247153,9606.ENSP00000249071,9606.ENSP00000251595,9606.ENSP00000252242,9606.ENSP00000252252,9606.ENSP00000252486,9606.ENSP00000252744,9606.ENSP00000254079,9606.ENSP00000254436,9606.ENSP00000255380,9606.ENSP00000256447,9606.ENSP00000257787,9606.ENSP00000257895,9606.ENSP00000258415,9606.ENSP00000259206,9606.ENSP00000259698,9606.ENSP00000260408,9606.ENSP00000261366,9606.ENSP00000261523,9606.ENSP00000261590,9606.ENSP00000261623,9606.ENSP00000262158,9606.ENSP00000262262,9606.ENSP00000262345,9606.ENSP00000263080,9606.ENSP00000263341,9606.ENSP00000263408,9606.ENSP00000263464,9606.ENSP00000264012,9606.ENSP00000264710,9606.ENSP00000265074,9606.ENSP00000265077,9606.ENSP00000265165,9606.ENSP00000267622,9606.ENSP00000269216,9606.ENSP00000270722,9606.ENSP00000271450,9606.ENSP00000272369,9606.ENSP00000273077,9606.ENSP00000273784,9606.ENSP00000274276,9606.ENSP00000278742,9606.ENSP00000279227,9606.ENSP00000280097,9606.ENSP00000280481,9606.ENSP00000280551,9606.ENSP00000280772,9606.ENSP00000280904,9606.ENSP00000281834,9606.ENSP00000282272,9606.ENSP00000282903,9606.ENSP00000282928,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000284987,9606.ENSP00000285379,9606.ENSP00000286628,9606.ENSP00000287239,9606.ENSP00000287842,9606.ENSP00000289902,9606.ENSP00000290167,9606.ENSP00000291295,9606.ENSP00000291576,9606.ENSP00000295095,9606.ENSP00000296043,9606.ENSP00000296591,9606.ENSP00000298282,9606.ENSP00000298910,9606.ENSP00000299697,9606.ENSP00000300060,9606.ENSP00000300176,9606.ENSP00000300692,9606.ENSP00000301244,9606.ENSP00000301653,9606.ENSP00000302079,9606.ENSP00000302569,9606.ENSP00000303830,9606.ENSP00000305714,9606.ENSP00000306015,9606.ENSP00000306157,9606.ENSP00000307508,9606.ENSP00000307900,9606.ENSP00000307959,9606.ENSP00000308541,9606.ENSP00000308750,9606.ENSP00000310861,9606.ENSP00000311469,9606.ENSP00000311825,9606.ENSP00000311833,9606.ENSP00000312082,9606.ENSP00000313967,9606.ENSP00000315130,9606.ENSP00000316032,9606.ENSP00000317379,9606.ENSP00000317674,9606.ENSP00000319141,9606.ENSP00000319623,9606.ENSP00000321853,9606.ENSP00000322020,9606.ENSP00000322460,9606.ENSP00000322898,9606.ENSP00000323696,9606.ENSP00000323929,9606.ENSP00000324890,9606.ENSP00000325146,9606.ENSP00000325527,9606.ENSP00000326581,9606.ENSP00000327246,9606.ENSP00000329243,9606.ENSP00000330959,9606.ENSP00000331614,9606.ENSP00000331736,9606.ENSP00000337445,9606.ENSP00000337513,9606.ENSP00000338185,9606.ENSP00000339787,9606.ENSP00000340820,9606.ENSP00000340913,9606.ENSP00000345064,9606.ENSP00000345672,9606.ENSP00000346839,9606.ENSP00000347046,9606.ENSP00000347197,9606.ENSP00000348849,9606.ENSP00000348912,9606.ENSP00000349252,9606.ENSP00000349860,9606.ENSP00000350425,9606.ENSP00000350815,9606.ENSP00000350833,9606.ENSP00000351022,9606.ENSP00000351059,9606.ENSP00000351273,9606.ENSP00000351807,9606.ENSP00000352208,9606.ENSP00000352516,9606.ENSP00000352798,9606.ENSP00000353452,9606.ENSP00000353720,9606.ENSP00000354504,9606.ENSP00000354532,9606.ENSP00000356224,9606.ENSP00000356319,9606.ENSP00000356505,9606.ENSP00000356545,9606.ENSP00000356607,9606.ENSP00000356771,9606.ENSP00000356946,9606.ENSP00000357152,9606.ENSP00000357721,9606.ENSP00000357753,9606.ENSP00000358092,9606.ENSP00000359211,9606.ENSP00000359594,9606.ENSP00000360195,9606.ENSP00000360281,9606.ENSP00000360431,9606.ENSP00000360687,9606.ENSP00000361214,9606.ENSP00000361405,9606.ENSP00000362108,9606.ENSP00000362125,9606.ENSP00000362410,9606.ENSP00000362413,9606.ENSP00000362563,9606.ENSP00000362727,9606.ENSP00000362924,9606.ENSP00000363071,9606.ENSP00000363330,9606.ENSP00000363770,9606.ENSP00000364163,9606.ENSP00000365012,9606.ENSP00000365227,9606.ENSP00000365256,9606.ENSP00000365301,9606.ENSP00000365380,9606.ENSP00000366307,9606.ENSP00000367001,9606.ENSP00000367851,9606.ENSP00000368632,9606.ENSP00000369286,9606.ENSP00000369317,9606.ENSP00000369372,9606.ENSP00000370034,9606.ENSP00000370047,9606.ENSP00000370593,9606.ENSP00000371067,9606.ENSP00000371420,9606.ENSP00000371483,9606.ENSP00000371638,9606.ENSP00000371985,9606.ENSP00000373691,9606.ENSP00000373706,9606.ENSP00000374443,9606.ENSP00000375653,9606.ENSP00000376637,9606.ENSP00000377265,9606.ENSP00000377546,9606.ENSP00000377783,9606.ENSP00000378118,9606.ENSP00000378131,9606.ENSP00000378786,9606.ENSP00000379496,9606.ENSP00000381148,9606.ENSP00000381185,9606.ENSP00000381492,9606.ENSP00000383364,9606.ENSP00000384053,9606.ENSP00000384849,9606.ENSP00000385000,9606.ENSP00000386306,9606.ENSP00000386559,9606.ENSP00000386717,9606.ENSP00000386881,9606.ENSP00000386884,9606.ENSP00000389140,9606.ENSP00000389631,9606.ENSP00000390410,9606.ENSP00000391090,9606.ENSP00000392423,9606.ENSP00000392812,9606.ENSP00000393566,9606.ENSP00000396198,9606.ENSP00000396467,9606.ENSP00000398568,9606.ENSP00000398832,9606.ENSP00000398890,9606.ENSP00000401437,9606.ENSP00000402060,9606.ENSP00000402257,9606.ENSP00000403465,9606.ENSP00000407422,9606.ENSP00000408695,9606.ENSP00000410964,9606.ENSP00000412237,9606.ENSP00000413720,9606.ENSP00000414303,9606.ENSP00000415743,9606.ENSP00000415941,9606.ENSP00000416037,9606.ENSP00000416066,9606.ENSP00000416293,9606.ENSP00000420194,9606.ENSP00000424571,9606.ENSP00000429633,9606.ENSP00000433277,9606.ENSP00000433666,9606.ENSP00000436423,9606.ENSP00000440066,9606.ENSP00000441235,9606.ENSP00000441858,9606.ENSP00000442046,9606.ENSP00000442788,9606.ENSP00000444271,9606.ENSP00000450540,9606.ENSP00000452120,9606.ENSP00000454071,9606.ENSP00000454623,9606.ENSP00000463778,9606.ENSP00000468002,9606.ENSP00000477796,9606.ENSP00000478255,9606.ENSP00000478561,9606.ENSP00000479870,9606.ENSP00000480132,9606.ENSP00000480291,9606.ENSP00000481380,9606.ENSP00000481570,9606.ENSP00000482027,9606.ENSP00000483403,9606.ENSP00000484715,9606.ENSP00000485010,9606.ENSP00000486891,9606.ENSP00000489262,9606.ENSP00000491215,9606.ENSP00000493906,9606.ENSP00000493985,9606.ENSP00000494175,9606.ENSP00000494678,9606.ENSP00000494750,9606.ENSP00000495061,9606.ENSP00000495385,9606.ENSP00000496168,9606.ENSP00000497069,9606.ENSP00000497910,9606.ENSP00000498132,9606.ENSP00000498321,9606.ENSP00000498441,9606.ENSP00000498577,9606.ENSP00000498684,9606.ENSP00000499044,9606.ENSP00000500990	CLDN11,KRT14,EPDR1,SERPIND1,HMOX1,RIPK3,CTSZ,RP2,MMP2,MEFV,SLC6A2,TGFB1,HOXA2,COL1A1,SPI1,CYP27B1,IL4,PCDH12,LTF,EIF1B,MSH2,APOB,REEP6,ODC1,AHR,C3,KRT9,CFP,RAC2,HBA2,KRT5,KRT6B,APOE,ZSWIM6,PPP1R1B,TRIM21,CHRM3,CD180,AKIRIN2,RDH5,CYP27A1,IL1RN,RIPOR2,ADAM10,LMNB1,RORA,DSG2,CYBA,SMAD7,CD33,IL12RB2,ASPA,IL1B,C9,BIRC3,CDH3,RAB10,NPR3,VCAN,LEF1,TRIP11,GATA6,PRDM16,FCGR2A,MEIS1,PNKD,AHSG,OSMR,ST14,FERMT3,HNMT,FREM2,SEC24D,ANK3,DSC2,TNFSF4,ANKRD44,PLOD2,ZIC1,THY1,APP,ADAMTS5,CA2,KCNMA1,KAT6B,NRG1,FCER1G,WNT4,CALM3,PWP2,ARHGAP15,SHROOM3,EDIL3,PKNOX2,LRRK2,TK2,ANPEP,AGFG2,CD3D,SPINT2,KRT16,C3AR1,CLEC7A,INSR,BMP1,SYNPO2,IL7R,CALB2,GLUL,DST,F2,CBX2,KRT2,GSTM1,CTBP2,SLC37A2,TLR8,C1QB,CLU,NUP98,GLS,APOL1,CYBRD1,IGDCC4,SERPINF2,SLC25A22,SCN4B,EBF1,CRTAP,A2M,CD28,COL12A1,FBN1,PEG3,VIPR1,KRT7,IL1R2,IKZF1,SELE,ELAC2,SRA1,PLCB1,ACSL4,MAPT,TRPC6,PRICKLE1,CTSB,FN1,PDE5A,C5AR1,RPS26,ADAM33,ITGAL,GFPT1,APOA4,NR3C2,MPPED2,TPM1,CX3CR1,CASP8,ELN,MYOF,DNMT1,COL18A1,MYLK,CES1,ASTN2,PNP,SYNE1,KIF14,NCF2,CACNA1E,RALGPS2,F5,FCGR3A,CD1C,S100A8,IVL,PRDM1,DPYD,CLCA4,KANK4,C8B,PLCE1,PTGDS,NRG3,MMP9,LCN2,PCDH19,MAFB,PGK1,ZBTB43,DENND1A,GSN,DES,CD52,C1QC,NOTCH4,HCK,AIF1,CLCN5,FGF14,FOXP3,THBD,DPP6,CYBB,GATA3,LY86,KRT6A,BEND2,TLR7,BNC2,PTPRD,JAK2,GPNMB,SLC34A2,SMARCA2,KCNA1,DUOX2,DIAPH1,LYST,NLRP12,IGF1,TFAP2B,KRT15,PROS1,CCL8,CFI,HLA-DRA,PDE1C,CTDSP2,BCL2,LAT2,PLA2G2A,CSF2RB,CDKN1A,KIF2A,SCN9A,CD8A,RPL31,DYSF,CXCR4,DCC,ARPC1B,GPR141,CHEK1,RELN,PIK3R5,HLA-DPA1,FGF13,MAPKAPK3,PRF1,AGTR1,HLA-DMB,LDB3,PVR,RUNX1T1,CC2D2A,MUC7,PRKCA,ERLIN1,IL10,CDKN1C,BDNF,CD36,C4B,TMPRSS4,SERPINA1,SLC2A1,CASR,FBN2,MYBL1,MS4A1,FGD4,GNLY,JCHAIN,TSHR,DMXL2,TMTC1,TET2,C1R,SERPINA3,ITGA7,LDLR,ITGAX,KCNJ12,KANK2,GCH1,ABCB1,CYP1B1,ALOX5AP,NCAM1,HNF1B,CCNA2,TNFAIP3,NR4A3,GHR,SRCIN1,CIITA,TCF7L2,RYR3,HNRNPU,FOXC1,KNG1,HBB,TBC1D24,ACTB,PITX2,SLC19A3,BCL11A,IGF1R,B2M,CAPN5,MYD88,FGA,TPM3,FHL1,RPS27,SNCA	3.39e-16	7.79e-13	Disease of anatomical entity
