description,inputGenes_unique,preferredNames_unique
Carious teeth,"9606.ENSP00000228606, 9606.ENSP00000262367, 9606.ENSP00000264012, 9606.ENSP00000268603, 9606.ENSP00000285379, 9606.ENSP00000300249, 9606.ENSP00000304408, 9606.ENSP00000322788, 9606.ENSP00000324532, 9606.ENSP00000331791, 9606.ENSP00000339824, 9606.ENSP00000476176, 9606.ENSP00000482313","CA2, CDH11, CDH3, COL3A1, CREBBP, CYP27B1, FGFR3, LAMA3, MAPRE2, MMP1, RECQL4, SLC37A4, TBX1"
Cataplexy,"9606.ENSP00000269228, 9606.ENSP00000352516, 9606.ENSP00000451206","DNMT1, NPC1, NPC2"
Cataract,"9606.ENSP00000223127, 9606.ENSP00000233596, 9606.ENSP00000242057, 9606.ENSP00000243578, 9606.ENSP00000251413, 9606.ENSP00000252486, 9606.ENSP00000252804, 9606.ENSP00000256646, 9606.ENSP00000258415, 9606.ENSP00000259469, 9606.ENSP00000260731, 9606.ENSP00000261024, 9606.ENSP00000261507, 9606.ENSP00000262189, 9606.ENSP00000262367, 9606.ENSP00000264245, 9606.ENSP00000267119, 9606.ENSP00000287020, 9606.ENSP00000291554, 9606.ENSP00000299106, 9606.ENSP00000307240, 9606.ENSP00000309334, 9606.ENSP00000309572, 9606.ENSP00000318646, 9606.ENSP00000322788, 9606.ENSP00000325527, 9606.ENSP00000337439, 9606.ENSP00000341562, 9606.ENSP00000345997, 9606.ENSP00000348849, 9606.ENSP00000349016, 9606.ENSP00000351777, 9606.ENSP00000352516, 9606.ENSP00000352798, 9606.ENSP00000353826, 9606.ENSP00000355922, 9606.ENSP00000357265, 9606.ENSP00000358247, 9606.ENSP00000359345, 9606.ENSP00000360541, 9606.ENSP00000361834, 9606.ENSP00000362924, 9606.ENSP00000366525, 9606.ENSP00000367398, 9606.ENSP00000379339, 9606.ENSP00000381231, 9606.ENSP00000384367, 9606.ENSP00000386331, 9606.ENSP00000391481, 9606.ENSP00000403465, 9606.ENSP00000414303, 9606.ENSP00000414321, 9606.ENSP00000416293, 9606.ENSP00000416330, 9606.ENSP00000419153, 9606.ENSP00000429374, 9606.ENSP00000442954, 9606.ENSP00000449089, 9606.ENSP00000470972, 9606.ENSP00000472469, 9606.ENSP00000478561, 9606.ENSP00000478927, 9606.ENSP00000481646, 9606.ENSP00000484525, 9606.ENSP00000487174, 9606.ENSP00000493906, 9606.ENSP00000494678, 9606.ENSP00000495273, 9606.ENSP00000497221, 9606.ENSP00000498019","AHR, APC2, APOE, ARHGAP31, B4GALNT1, B9D2, BDNF, CBS, CC2D2A, CENPF, COL18A1, COL9A2, CPT2, CREBBP, CRYAA, CTDP1, CYP1B1, CYP27A1, DACT1, DMPK, DNM1L, DNMT1, FBN1, FBXL4, FOXC1, FTL, GDF6, GSN, ITM2B, JAM3, KCTD1, KIF11, KMT2C, KRT71, KRT74, LONP1, MMP1, MSMO1, MYO7A, NOTCH2, NPHP4, PEX14, PLOD3, PXDN, REEP6, RPL15, RPL35, RPL5, RPS10, RPS15A, RPS17, RPS19, RPS20, RPS24, RPS26, RPS28, RPS29, RPS7, SEMA4A, SLC2A1, SLC40A1, TBC1D24, TERT, TGFBI, TKT, TUBG1, VCP, YAP1, ZBTB20, ZEB2"
Cellulitis,"9606.ENSP00000225964, 9606.ENSP00000249071, 9606.ENSP00000260731, 9606.ENSP00000356505, 9606.ENSP00000386884, 9606.ENSP00000482457","COL1A1, CXCR4, KIF11, NCF2, PLCG2, RAC2"
Central nervous system disease,"9606.ENSP00000222693, 9606.ENSP00000250457, 9606.ENSP00000252486, 9606.ENSP00000262316, 9606.ENSP00000262746, 9606.ENSP00000262768, 9606.ENSP00000264674, 9606.ENSP00000266376, 9606.ENSP00000274364, 9606.ENSP00000275493, 9606.ENSP00000278550, 9606.ENSP00000278616, 9606.ENSP00000280772, 9606.ENSP00000284262, 9606.ENSP00000296591, 9606.ENSP00000309572, 9606.ENSP00000311343, 9606.ENSP00000312457, 9606.ENSP00000315130, 9606.ENSP00000319281, 9606.ENSP00000332164, 9606.ENSP00000345193, 9606.ENSP00000347484, 9606.ENSP00000350032, 9606.ENSP00000350364, 9606.ENSP00000352798, 9606.ENSP00000352882, 9606.ENSP00000353030, 9606.ENSP00000353654, 9606.ENSP00000354504, 9606.ENSP00000356224, 9606.ENSP00000363360, 9606.ENSP00000382083, 9606.ENSP00000385334, 9606.ENSP00000405330, 9606.ENSP00000446576, 9606.ENSP00000465356, 9606.ENSP00000478305, 9606.ENSP00000482457, 9606.ENSP00000482760, 9606.ENSP00000493985, 9606.ENSP00000498616, 9606.ENSP00000499241","ANK3, APOC1, APOE, ASTN2, ATM, ATXN2, BAALC, BASP1, CACNA1C, CAV2, CLU, COL18A1, COL25A1, COL4A2, EDIL3, EGFR, EGLN3, ESR1, FRMD4A, INIP, IQGAP2, JPH3, KNG1, MAD1L1, MECOM, MYT1, NEGR1, PCSK6, PLCG2, PLXNA4, PRDX1, PTPRF, RHBDF1, SHANK2, SLIT3, SLMAP, SMOX, SYNE1, TENM4, TERT, THSD4, TIMP2, WDR49"
Cerebellar cyst,"9606.ENSP00000252744, 9606.ENSP00000253413, 9606.ENSP00000256078, 9606.ENSP00000260653, 9606.ENSP00000264187, 9606.ENSP00000276390, 9606.ENSP00000282928, 9606.ENSP00000297261, 9606.ENSP00000302530, 9606.ENSP00000304408, 9606.ENSP00000344432, 9606.ENSP00000347088, 9606.ENSP00000353826, 9606.ENSP00000355559, 9606.ENSP00000360541, 9606.ENSP00000363123, 9606.ENSP00000379258, 9606.ENSP00000389998, 9606.ENSP00000392028, 9606.ENSP00000393312, 9606.ENSP00000494678","AHDC1, ATP6V1B2, ATP6V1E1, B3GALNT2, BUB1, CHD7, COL3A1, CPT2, DOK7, FGFR1, GLI3, KRAS, LARGE1, LONP1, NID1, SHH, SIX3, TBC1D24, TMEM67, ZIC1, ZSWIM6"
Cerebellar malformation,"9606.ENSP00000249373, 9606.ENSP00000252744, 9606.ENSP00000253413, 9606.ENSP00000256078, 9606.ENSP00000256646, 9606.ENSP00000260653, 9606.ENSP00000262367, 9606.ENSP00000263388, 9606.ENSP00000264187, 9606.ENSP00000276390, 9606.ENSP00000282928, 9606.ENSP00000297261, 9606.ENSP00000302530, 9606.ENSP00000304408, 9606.ENSP00000337439, 9606.ENSP00000344432, 9606.ENSP00000347088, 9606.ENSP00000353826, 9606.ENSP00000355559, 9606.ENSP00000359319, 9606.ENSP00000360231, 9606.ENSP00000360541, 9606.ENSP00000363123, 9606.ENSP00000379258, 9606.ENSP00000389998, 9606.ENSP00000392028, 9606.ENSP00000393312, 9606.ENSP00000494678","AHDC1, ATP6V1B2, ATP6V1E1, B3GALNT2, BUB1, CHD7, COL3A1, CPT2, CREBBP, DACT1, DOK7, FGFR1, GLI3, KRAS, LARGE1, LONP1, NFIA, NID1, NOTCH2, NOTCH3, PAX2, SHH, SIX3, SMO, TBC1D24, TMEM67, ZIC1, ZSWIM6"
Cerebral artery atherosclerosis,"9606.ENSP00000233242, 9606.ENSP00000303208, 9606.ENSP00000454071","APOB, LDLR, PCSK9"
Cerebral atrophy,"9606.ENSP00000219548, 9606.ENSP00000221930, 9606.ENSP00000260653, 9606.ENSP00000261647, 9606.ENSP00000262746, 9606.ENSP00000263780, 9606.ENSP00000270142, 9606.ENSP00000284981, 9606.ENSP00000286628, 9606.ENSP00000295888, 9606.ENSP00000298910, 9606.ENSP00000306330, 9606.ENSP00000322020, 9606.ENSP00000341562, 9606.ENSP00000347184, 9606.ENSP00000352516, 9606.ENSP00000352798, 9606.ENSP00000353401, 9606.ENSP00000353422, 9606.ENSP00000353826, 9606.ENSP00000358247, 9606.ENSP00000377936, 9606.ENSP00000378394, 9606.ENSP00000393312, 9606.ENSP00000417235, 9606.ENSP00000417610, 9606.ENSP00000441858, 9606.ENSP00000449089, 9606.ENSP00000494678, 9606.ENSP00000497479, 9606.ENSP00000500990","APP, B4GALNT1, CHMP2B, COL18A1, CUX1, DMXL2, DNM1L, DNMT1, FBXL4, FGFR1, HTT, KCNMA1, LONP1, LRRK2, MED12L, MYT1L, PPP2R2B, PRDX1, PSAP, RAB23, SIX3, SLC25A22, SNCA, SOD1, STUB1, TBC1D24, TGFB1, TTC19, VPS13A, WDFY3, YWHAG"
Cerebral hemorrhage,"9606.ENSP00000249373, 9606.ENSP00000263388, 9606.ENSP00000263734, 9606.ENSP00000284981, 9606.ENSP00000306099, 9606.ENSP00000346839, 9606.ENSP00000373574, 9606.ENSP00000377783, 9606.ENSP00000381448, 9606.ENSP00000442788, 9606.ENSP00000498441","ACVRL1, APP, CST3, EPAS1, FGA, FGB, FN1, NOTCH3, PROS1, SMO, TET2"
Cerebral inclusion bodies,"9606.ENSP00000252486, 9606.ENSP00000269228, 9606.ENSP00000284981, 9606.ENSP00000340820, 9606.ENSP00000451206, 9606.ENSP00000500990","APOE, APP, MAPT, NPC1, NPC2, SNCA"
Cerebral infarct,"9606.ENSP00000261733, 9606.ENSP00000262160, 9606.ENSP00000262662, 9606.ENSP00000263388, 9606.ENSP00000286628, 9606.ENSP00000287842, 9606.ENSP00000308541, 9606.ENSP00000325527, 9606.ENSP00000344087, 9606.ENSP00000348215, 9606.ENSP00000353452, 9606.ENSP00000354504, 9606.ENSP00000356771, 9606.ENSP00000360231, 9606.ENSP00000369538, 9606.ENSP00000373574, 9606.ENSP00000384849, 9606.ENSP00000408617, 9606.ENSP00000441802, 9606.ENSP00000446576, 9606.ENSP00000466664, 9606.ENSP00000478561, 9606.ENSP00000493252, 9606.ENSP00000493985","ACVRL1, ALDH2, ASTN2, ATXN2, AUTS2, CDKN1A, CDKN2C, CYP1B1, F2, F5, FBN1, GDI2, HDAC9, KCNMA1, KNG1, MYLK, NFIA, NOTCH3, NRG1, PCDH7, SH3PXD2A, SLC44A2, SMAD2, ZFHX3"
Cerebral ischemia,"9606.ENSP00000256078, 9606.ENSP00000256958, 9606.ENSP00000262160, 9606.ENSP00000262662, 9606.ENSP00000263388, 9606.ENSP00000265734, 9606.ENSP00000269216, 9606.ENSP00000274376, 9606.ENSP00000284981, 9606.ENSP00000286628, 9606.ENSP00000287842, 9606.ENSP00000291539, 9606.ENSP00000304408, 9606.ENSP00000308541, 9606.ENSP00000325527, 9606.ENSP00000344087, 9606.ENSP00000348215, 9606.ENSP00000353292, 9606.ENSP00000353452, 9606.ENSP00000354504, 9606.ENSP00000356771, 9606.ENSP00000357348, 9606.ENSP00000360231, 9606.ENSP00000369538, 9606.ENSP00000371067, 9606.ENSP00000371994, 9606.ENSP00000373574, 9606.ENSP00000381231, 9606.ENSP00000384849, 9606.ENSP00000408617, 9606.ENSP00000435712, 9606.ENSP00000441214, 9606.ENSP00000441802, 9606.ENSP00000442788, 9606.ENSP00000446576, 9606.ENSP00000458162, 9606.ENSP00000466664, 9606.ENSP00000478561, 9606.ENSP00000493252, 9606.ENSP00000493985, 9606.ENSP00000494750","ACTB, ACTG1, ACVRL1, APP, ASTN2, ATXN2, AUTS2, CBS, CDK6, CDKN1A, CDKN2C, COL3A1, CYP1B1, F2, F5, FBN1, GATA4, GATA6, GDI2, HDAC9, HEY2, JAK2, KCNMA1, KNG1, KRAS, MYLK, NFIA, NOTCH3, NRG1, NYNRIN, PCDH7, PDE9A, RASA1, SCNN1A, SH3PXD2A, SLC44A2, SLCO1B1, SMAD2, TET2, USP36, ZFHX3"
Cerebral microbleeds,"9606.ENSP00000252486, 9606.ENSP00000478255","ABCB1, APOE"
Chest pain,"9606.ENSP00000262160, 9606.ENSP00000263734, 9606.ENSP00000274376, 9606.ENSP00000304408, 9606.ENSP00000325527, 9606.ENSP00000351490, 9606.ENSP00000353452, 9606.ENSP00000371067, 9606.ENSP00000477999, 9606.ENSP00000494175","COL3A1, EPAS1, FBN1, HBB, JAK2, MAX, MYLK, NOS1, RASA1, SMAD2"
Choanal atresia,"9606.ENSP00000242261, 9606.ENSP00000260653, 9606.ENSP00000348849, 9606.ENSP00000352271, 9606.ENSP00000355923, 9606.ENSP00000377862, 9606.ENSP00000379258, 9606.ENSP00000392028, 9606.ENSP00000393312","CHD7, FAT4, FGFR1, GLI3, PTPN14, RPS26, SIX3, TWIST1, XRCC2"
Cholestasis,"9606.ENSP00000256078, 9606.ENSP00000259254, 9606.ENSP00000262746, 9606.ENSP00000265709, 9606.ENSP00000269228, 9606.ENSP00000297837, 9606.ENSP00000303830, 9606.ENSP00000317272, 9606.ENSP00000322421, 9606.ENSP00000337354, 9606.ENSP00000345259, 9606.ENSP00000349446, 9606.ENSP00000351273, 9606.ENSP00000353826, 9606.ENSP00000355893, 9606.ENSP00000363667, 9606.ENSP00000371152, 9606.ENSP00000371517, 9606.ENSP00000374443, 9606.ENSP00000377192, 9606.ENSP00000396308, 9606.ENSP00000416066, 9606.ENSP00000416293, 9606.ENSP00000451206, 9606.ENSP00000494175, 9606.ENSP00000497574","AMACR, ANK1, ANKS6, ARG1, ASAH1, CASP8, DHFR, EPB41, G6PD, GCLC, GYPC, HBA1, HBB, INSR, KRAS, LIPA, LONP1, LYST, MET, NPC1, NPC2, PRDX1, PTPN3, SERPINA1, SLC2A1, SLC30A10"
Chorea,"9606.ENSP00000244769, 9606.ENSP00000260653, 9606.ENSP00000278616, 9606.ENSP00000286628, 9606.ENSP00000322020, 9606.ENSP00000347184, 9606.ENSP00000353401, 9606.ENSP00000353422, 9606.ENSP00000353826, 9606.ENSP00000356972, 9606.ENSP00000358247, 9606.ENSP00000366525, 9606.ENSP00000378394, 9606.ENSP00000393312, 9606.ENSP00000417235, 9606.ENSP00000441858, 9606.ENSP00000481570","ATM, ATXN1, CUX1, DMXL2, FBXL4, FGFR1, FTL, HTT, KCNMA1, LONP1, MED12L, NDUFS2, PSAP, SIX3, SLC25A22, TNFAIP3, VPS13A"
Chronic lung disease,"9606.ENSP00000199764, 9606.ENSP00000215754, 9606.ENSP00000216117, 9606.ENSP00000221930, 9606.ENSP00000297261, 9606.ENSP00000298743, 9606.ENSP00000393312, 9606.ENSP00000416066, 9606.ENSP00000497574","CEACAM6, FGFR1, GAS1, GCLC, HMOX1, MIF, SERPINA1, SHH, TGFB1"
Chronic pulmonary obstruction,"9606.ENSP00000249071, 9606.ENSP00000261623, 9606.ENSP00000322788, 9606.ENSP00000331791, 9606.ENSP00000356505, 9606.ENSP00000367851, 9606.ENSP00000376330, 9606.ENSP00000416066","CYBA, CYBB, MMP1, NCF2, RAC2, SERPINA1, TBX1, WIPF1"
Cirrhosis,"9606.ENSP00000199764, 9606.ENSP00000215754, 9606.ENSP00000216117, 9606.ENSP00000219281, 9606.ENSP00000221930, 9606.ENSP00000248633, 9606.ENSP00000252486, 9606.ENSP00000261024, 9606.ENSP00000264245, 9606.ENSP00000306245, 9606.ENSP00000308541, 9606.ENSP00000309572, 9606.ENSP00000317272, 9606.ENSP00000321259, 9606.ENSP00000337354, 9606.ENSP00000349446, 9606.ENSP00000351273, 9606.ENSP00000353826, 9606.ENSP00000355893, 9606.ENSP00000371517, 9606.ENSP00000373574, 9606.ENSP00000380666, 9606.ENSP00000389998, 9606.ENSP00000403465, 9606.ENSP00000416066, 9606.ENSP00000420525, 9606.ENSP00000490083, 9606.ENSP00000494175, 9606.ENSP00000497574, 9606.ENSP00000498358","ACVRL1, AMACR, APOE, ARG1, ARHGAP31, ATP6AP2, CASP8, CC2D2A, CEACAM6, F2, FECH, FOS, GCLC, HBB, HMOX1, LIPA, LONP1, MET, MIF, PEX1, SERPINA1, SLC30A10, SLC40A1, SLC7A7, TALDO1, TERT, TFR2, TGFB1, TMEM67, USB1"
Clinodactyly of the 5th finger,"9606.ENSP00000209728, 9606.ENSP00000252486, 9606.ENSP00000256078, 9606.ENSP00000262367, 9606.ENSP00000264674, 9606.ENSP00000302530, 9606.ENSP00000331791, 9606.ENSP00000339824, 9606.ENSP00000360645, 9606.ENSP00000368104, 9606.ENSP00000371638, 9606.ENSP00000376637, 9606.ENSP00000379258, 9606.ENSP00000383042, 9606.ENSP00000385636, 9606.ENSP00000393312, 9606.ENSP00000413720, 9606.ENSP00000417610, 9606.ENSP00000494678","APOE, BMP2, BUB1, CDC6, CDKN1C, CREBBP, FGFR1, FGFR3, GLI3, IGF1, KDM1A, KRAS, MAN1B1, MECOM, OBSL1, RAB23, SMARCA2, TBC1D24, TBX1"
Clubbing of fingers,"9606.ENSP00000215754, 9606.ENSP00000216117, 9606.ENSP00000221930, 9606.ENSP00000356030, 9606.ENSP00000369129, 9606.ENSP00000416066, 9606.ENSP00000497574","CD55, DSP, GCLC, HMOX1, MIF, SERPINA1, TGFB1"
Coarctation of aorta,"9606.ENSP00000219070, 9606.ENSP00000256078, 9606.ENSP00000259469, 9606.ENSP00000262367, 9606.ENSP00000269216, 9606.ENSP00000297261, 9606.ENSP00000298743, 9606.ENSP00000302530, 9606.ENSP00000309334, 9606.ENSP00000318646, 9606.ENSP00000321259, 9606.ENSP00000331791, 9606.ENSP00000348849, 9606.ENSP00000359345, 9606.ENSP00000379258, 9606.ENSP00000379339, 9606.ENSP00000390436, 9606.ENSP00000393312, 9606.ENSP00000414321, 9606.ENSP00000429374, 9606.ENSP00000435712, 9606.ENSP00000453793, 9606.ENSP00000470972, 9606.ENSP00000472469, 9606.ENSP00000481646, 9606.ENSP00000487174, 9606.ENSP00000495273, 9606.ENSP00000496250, 9606.ENSP00000496779, 9606.ENSP00000498019","BUB1, CREBBP, FGFR1, GAS1, GATA4, GATA6, GLI2, GLI3, KRAS, LZTR1, MEIS2, MMP2, RPL11, RPL15, RPL35, RPL5, RPS10, RPS15A, RPS17, RPS19, RPS20, RPS24, RPS26, RPS28, RPS29, RPS7, SHH, TALDO1, TBX1, ZEB2"
Coffee consumption measurement,"9606.ENSP00000242057, 9606.ENSP00000272369, 9606.ENSP00000344087, 9606.ENSP00000369328, 9606.ENSP00000379496, 9606.ENSP00000414303, 9606.ENSP00000433427, 9606.ENSP00000439800, 9606.ENSP00000442788, 9606.ENSP00000446576, 9606.ENSP00000480132","AHR, ARL15, ATXN2, AUTS2, BDNF, LINGO2, MEIS1, NCAM1, PDE1C, TET2, ZMYND8"
Cognition,"9606.ENSP00000164024, 9606.ENSP00000174618, 9606.ENSP00000220478, 9606.ENSP00000224337, 9606.ENSP00000225823, 9606.ENSP00000230990, 9606.ENSP00000238789, 9606.ENSP00000242057, 9606.ENSP00000244769, 9606.ENSP00000249700, 9606.ENSP00000251507, 9606.ENSP00000252486, 9606.ENSP00000253408, 9606.ENSP00000255006, 9606.ENSP00000257570, 9606.ENSP00000258098, 9606.ENSP00000258729, 9606.ENSP00000261483, 9606.ENSP00000261523, 9606.ENSP00000261890, 9606.ENSP00000262376, 9606.ENSP00000263390, 9606.ENSP00000264674, 9606.ENSP00000265459, 9606.ENSP00000265717, 9606.ENSP00000266376, 9606.ENSP00000277120, 9606.ENSP00000281513, 9606.ENSP00000283937, 9606.ENSP00000284674, 9606.ENSP00000287842, 9606.ENSP00000290167, 9606.ENSP00000296452, 9606.ENSP00000297954, 9606.ENSP00000299084, 9606.ENSP00000299198, 9606.ENSP00000301972, 9606.ENSP00000305632, 9606.ENSP00000309334, 9606.ENSP00000310696, 9606.ENSP00000311684, 9606.ENSP00000312143, 9606.ENSP00000320324, 9606.ENSP00000322804, 9606.ENSP00000326671, 9606.ENSP00000330148, 9606.ENSP00000330633, 9606.ENSP00000331385, 9606.ENSP00000331983, 9606.ENSP00000332164, 9606.ENSP00000332287, 9606.ENSP00000337500, 9606.ENSP00000337838, 9606.ENSP00000338185, 9606.ENSP00000339527, 9606.ENSP00000340820, 9606.ENSP00000340874, 9606.ENSP00000341071, 9606.ENSP00000341189, 9606.ENSP00000343054, 9606.ENSP00000344087, 9606.ENSP00000345001, 9606.ENSP00000345259, 9606.ENSP00000347184, 9606.ENSP00000347532, 9606.ENSP00000348849, 9606.ENSP00000350032, 9606.ENSP00000350364, 9606.ENSP00000350928, 9606.ENSP00000352069, 9606.ENSP00000352185, 9606.ENSP00000352882, 9606.ENSP00000353030, 9606.ENSP00000353401, 9606.ENSP00000353452, 9606.ENSP00000354829, 9606.ENSP00000356143, 9606.ENSP00000356331, 9606.ENSP00000356515, 9606.ENSP00000356545, 9606.ENSP00000356646, 9606.ENSP00000357131, 9606.ENSP00000357622, 9606.ENSP00000358727, 9606.ENSP00000359211, 9606.ENSP00000360120, 9606.ENSP00000360231, 9606.ENSP00000360822, 9606.ENSP00000360858, 9606.ENSP00000360985, 9606.ENSP00000362107, 9606.ENSP00000362727, 9606.ENSP00000363360, 9606.ENSP00000363921, 9606.ENSP00000364389, 9606.ENSP00000365301, 9606.ENSP00000366460, 9606.ENSP00000367096, 9606.ENSP00000367265, 9606.ENSP00000367715, 9606.ENSP00000371614, 9606.ENSP00000371805, 9606.ENSP00000373706, 9606.ENSP00000373752, 9606.ENSP00000374205, 9606.ENSP00000376297, 9606.ENSP00000377262, 9606.ENSP00000377265, 9606.ENSP00000377779, 9606.ENSP00000377936, 9606.ENSP00000379258, 9606.ENSP00000379496, 9606.ENSP00000380942, 9606.ENSP00000384040, 9606.ENSP00000384719, 9606.ENSP00000385334, 9606.ENSP00000386135, 9606.ENSP00000386845, 9606.ENSP00000389140, 9606.ENSP00000393785, 9606.ENSP00000394496, 9606.ENSP00000396843, 9606.ENSP00000397863, 9606.ENSP00000402257, 9606.ENSP00000402460, 9606.ENSP00000407552, 9606.ENSP00000408695, 9606.ENSP00000410242, 9606.ENSP00000410964, 9606.ENSP00000414303, 9606.ENSP00000415434, 9606.ENSP00000420659, 9606.ENSP00000421180, 9606.ENSP00000421926, 9606.ENSP00000425040, 9606.ENSP00000426503, 9606.ENSP00000427424, 9606.ENSP00000427603, 9606.ENSP00000428646, 9606.ENSP00000432305, 9606.ENSP00000432973, 9606.ENSP00000434552, 9606.ENSP00000440288, 9606.ENSP00000441858, 9606.ENSP00000442788, 9606.ENSP00000444889, 9606.ENSP00000455426, 9606.ENSP00000462701, 9606.ENSP00000477437, 9606.ENSP00000477796, 9606.ENSP00000479735, 9606.ENSP00000480132, 9606.ENSP00000480240, 9606.ENSP00000482218, 9606.ENSP00000482313, 9606.ENSP00000487174, 9606.ENSP00000489407, 9606.ENSP00000489774, 9606.ENSP00000494750, 9606.ENSP00000496168, 9606.ENSP00000497733, 9606.ENSP00000498616, 9606.ENSP00000500582","ABCB9, ACTB, AHR, AKT3, APOE, ARFGEF2, ARHGAP18, ARHGEF12, ARHGEF3, ASIC2, ATAD2B, ATXN1, AUTS2, B4GALT2, BCL11A, BCL2L12, BDNF, BLNK, BRSK2, BSN, CACNA1C, CACNA1E, CARMIL1, CCDC85A, CCSER1, CDC14B, CDC42, CDH8, CELSR3, CKAP4, CKB, CLSTN2, CNTN2, CORO1C, CRTC1, CRTC2, CUX1, DAPK1, DCC, DCDC2, DENND1A, DENND5B, DIAPH1, DLGAP2, DMXL2, DPYD, DYNLL1, EPB41, ERLIN1, FBXL18, FBXO41, FGF14, FHL3, FOXO3, FRMD4A, GABRA2, GAD1, GAS7, GCH1, GFAP, GLI3, GPR26, GRID1, GSTO1, HBEGF, HOMER2, HTT, IGF2BP2, IGF2BP3, IL34, INIP, KCNJ6, KCNT1, KIAA0825, KLHL29, LRMDA, LRRN2, MAD1L1, MAML2, MAML3, MAN2A1, MAPT, MECOM, MED26, MEF2C, MNT, MTSS1, MYLK, MYRIP, MYT1, NBAS, NCAM1, NEGR1, NFIA, NFIC, NKIRAS1, NPEPPS, NR5A2, NRG1, NRXN2, NTRK2, OASL, OLFM1, PARD3, PCDH9, PCGF5, PDE1C, PHF2, PID1, PLCB1, PLXDC2, PLXNA4, PPP2R2B, PRKAR2B, PRKCA, PTK2, PTPRF, PTPRK, RAB11A, RAB11FIP5, RABGAP1L, RAPGEFL1, RBM5, RECQL4, RIN2, RNF180, RNF4, ROR1, RORA, RPL15, RPS26, RTN4, RUNX1T1, SCG3, SGMS1, SHANK3, SHTN1, SLC47A2, SLIT3, SPA17, SPEG, SPRED1, SRPK2, SV2B, SYNGR1, TBR1, TET2, TFAP2B, TMOD2, TNFAIP8, TNR, TNS3, UBN1, UIMC1, USP40, UTRN, VSNL1, WNK2, WNT4, WWP2, ZEB2, ZNF385B, ZNF423"
Cognitive function measurement,"9606.ENSP00000225823, 9606.ENSP00000226951, 9606.ENSP00000238156, 9606.ENSP00000238789, 9606.ENSP00000244769, 9606.ENSP00000251507, 9606.ENSP00000258098, 9606.ENSP00000261483, 9606.ENSP00000262094, 9606.ENSP00000264335, 9606.ENSP00000264674, 9606.ENSP00000266376, 9606.ENSP00000270509, 9606.ENSP00000274364, 9606.ENSP00000283937, 9606.ENSP00000284719, 9606.ENSP00000284981, 9606.ENSP00000290551, 9606.ENSP00000296452, 9606.ENSP00000297785, 9606.ENSP00000297954, 9606.ENSP00000309142, 9606.ENSP00000309334, 9606.ENSP00000310873, 9606.ENSP00000320604, 9606.ENSP00000322804, 9606.ENSP00000328016, 9606.ENSP00000331983, 9606.ENSP00000338185, 9606.ENSP00000339527, 9606.ENSP00000340820, 9606.ENSP00000340874, 9606.ENSP00000341189, 9606.ENSP00000343054, 9606.ENSP00000344087, 9606.ENSP00000348849, 9606.ENSP00000350364, 9606.ENSP00000350928, 9606.ENSP00000352069, 9606.ENSP00000352882, 9606.ENSP00000353030, 9606.ENSP00000353654, 9606.ENSP00000356143, 9606.ENSP00000356545, 9606.ENSP00000358001, 9606.ENSP00000359211, 9606.ENSP00000360231, 9606.ENSP00000363241, 9606.ENSP00000364389, 9606.ENSP00000365261, 9606.ENSP00000369129, 9606.ENSP00000370047, 9606.ENSP00000376297, 9606.ENSP00000377265, 9606.ENSP00000377936, 9606.ENSP00000378312, 9606.ENSP00000379258, 9606.ENSP00000379496, 9606.ENSP00000379880, 9606.ENSP00000379931, 9606.ENSP00000382083, 9606.ENSP00000384040, 9606.ENSP00000385334, 9606.ENSP00000389140, 9606.ENSP00000389297, 9606.ENSP00000393785, 9606.ENSP00000394496, 9606.ENSP00000396308, 9606.ENSP00000397863, 9606.ENSP00000402092, 9606.ENSP00000402460, 9606.ENSP00000403465, 9606.ENSP00000410964, 9606.ENSP00000417235, 9606.ENSP00000421180, 9606.ENSP00000422793, 9606.ENSP00000425040, 9606.ENSP00000432973, 9606.ENSP00000433666, 9606.ENSP00000434847, 9606.ENSP00000441858, 9606.ENSP00000442788, 9606.ENSP00000446576, 9606.ENSP00000462701, 9606.ENSP00000480240, 9606.ENSP00000480626, 9606.ENSP00000481029, 9606.ENSP00000481862, 9606.ENSP00000489407, 9606.ENSP00000489675, 9606.ENSP00000496168, 9606.ENSP00000497185","ALDH1A1, APP, ARHGAP23, ASIC2, ATAD2B, ATXN1, ATXN2, AUTS2, BCL11A, BNC2, BSN, BTG2, CACNA1C, CACNA1E, CARMIL1, CC2D2A, CCDC85A, CCDC92, CCSER1, CDC14B, CDH8, CHCHD3, CLNK, CLSTN2, COL25A1, COL4A2, COQ2, CORO1C, DCC, DHFR, DMXL2, DNAH10, DPYD, DSP, DYNLL1, EFCAB5, ERLIN1, FAXDC2, FBN3, FGD4, FOXO3, GAD1, GLI3, IL34, INPP4B, IQGAP2, LRMDA, LRRC3B, LRRN2, LST1, MAD1L1, MAML3, MAN2A1, MAPT, MECOM, MED12L, MEF2C, MTSS1, NEGR1, NFIA, NKIRAS1, OLA1, PDE12, PDE1C, PID1, PLCB1, PLXNA4, PPP2R2B, PRDM11, PSMC3, PTK2, PTPRF, PTPRK, RAB11FIP5, RAB27B, RABGAP1L, RBM5, RPL15, RPS26, SAMD3, SHANK3, TACC2, TET2, TFAP2B, TNFAIP8L3, TRIM16, TSKU, UBE2E2, WNK2, WWP2, YWHAE, ZNF618"
